texto,nota,labels
"a liberdade de expressão é um dos valores mais importantes da democracia e por isso não deve ser limitada. todos devem poder se expressar livremente. impedir a livre manifestação das pessoas e controlar o que é veiculado pela imprensa é típico de ditaduras e um dos meios de seus governantes se manterem no poder.após o recente atentado ao jornal satírico “charlie hebdo”, da frança, devido a publicações de charges consideradas ofensivas aos muçulmanos, muitos segmentos da sociedade questionaram se não deveria haver limites aos meios de comunicação. embora desagrade muitas pessoas, o jornal francês deve continuar a ter o direito de publicar o que quiser, e nada justifica um ataque terrorista para tentar calá-lo. quem não concordar com alguma publicação pode exercer o seu próprio direito de liberdade e protestar, utilizar outros órgãos de imprensa para criticar o que o desagradou, ou em casos mais extremos, como calúnia e difamação, recorrer ao poder judiciário. mas sempre de forma civilizada, dentro dos parâmetros democráticos.entre os que defenderam o estabelecimento de limites, o papa francisco declarou que ofensas às religiões deveriam ser proibidas. o problema é que isso configuraria uma censura prévia à liberdade de expressão, e, se for concedida a uma determinada instituição, outras certamente revindicariam o mesmo benefício, o que terminaria por eliminar as liberdades conquistadas.portanto, não devem ser criados limites à liberdade de expressão. todos devem ter o direito de se exprimirlivremente, assumindo porém, as responsabilidades pelas consequências do que publicar. se alguém exprime uma opinião, outros têm o direito de contestá-la e mostrar seu próprio ponto de vista. e com isso, a sociedade e a democracia ganham.",9,8
"o conceito de democracia pode ser plenamente refletido nas palavras do ex-presidente estadunidense abraham lincoln: "" no estado democrático o governo deve ser do povo, para o povo e pelo povo"". entretanto, atualmente no brasil, é mais adequado dizer: ""pelo povo, dos políticos e para quem os políticos quiserem"". é correto afirmar que temos o poder de eleger os candidatos, porém de fato eles nos representam? é pensando neste e em outros problemas do sistema político, que vem ganhando espaço nas redes sociais e até mesmo fazendo parte do discurso de atuais candidatos a à presidência o assunto: da reforma do sistema político no país.a maioria dos parlamentares concorda que deve haver uma reforma, entretanto há um impasse total em relação ao que deve ser mudado! os interesses são diversos e a influência das alterações pode ser muito grandes para o bem coletivo ou de um grupo específico. por isto, melhor que ela seja feita com calma e atenção, até mesmo para que a população possa acompanhar o processo, e não com o imediatismo exagerado dos discursos eleitorais ou dos assuntos que estouram na internet.alguns algumas das propostas interessantes levantados levantadas por esta reforma são: eleições primárias internas nos partidos políticos para a escolha entre os filiados da lista dos candidatos aos cargos eletivos em disputa; combate rigoroso ao caixa dois; fidelidade partidária; instituição de fórum a ser composto pela sociedade civil, com o fito de exercer o controle social efetivo das eleições; ampla liberdade de expressão para apresentação do programa partidário nos meios de comunicação, inclusive com defesa e críticas a possíveis candidaturas, desde que veiculada de forma gratuita; financiamento dos partidos políticos e de campanhas eleitorais oriundo exclusivamente do fundo democrático de campanha e de pessoas físicas com previsão de limite de doação, sendo terminantemente proibido o financiamento por pessoas jurídicas.em fim enfim, já que é de acordo comum que a reforma se faz necessária, é preciso destacar as propostas de mudança que tornam a política mais democrática, aumentam a influência do povo no governo e equalizam os partidos políticos. com cuidado é possível substituir as bases corroídas da democracia do pais. mas se por acaso, como alguns temem, ocorrer o favoritismo político e a agravação o agravamento dos problemas do sistema político atual, nós como povo unido, sairemos as às ruas como no ano passado par expor tudo que nos desagrada, e exigir um governo que verdadeiramente seja do povo, para o povo e pelo povo.",8,5
"	as redes de comunicações, desde o fim do século xx, estão crescendo cada vez mais o seu por poder de influência em todo mundo. o televisor e a internet são os dois meios de comunicações a que maioria da população assistam [assistem] diariamente, embora há outros também. [vírgula] por exemplo: a revista, o jornal, etc.	o televisor, que antigamente era de poucos, está nas casas de todos [todo] mundo independente da classe social. as programações televisivas influenciam consideravelmente os cidadãos que as assistam [assistem]. um exemplo bem claro: os atores e atrizes de novelas que ditam normas para a sociedade, uma propaganda de alguns produtos que levam muitos a comprar, uma banalização da sexualidade. tudo isso entra em nossa casa, sem o cidadão percebe [perceber] direito por falta de um raciocínio. só percebe quando sai com seus filhos para um shopping e eles querem aquele brinquedo ou outros objetos vinculados nos comerciais nos quais assistiram.	por outro lado, há a tal da internet que faz com que as pessoas se isolam na convivência social. os adolescentes passam o tempo todo na frente da tela de computador. entram em vários links e acessam muitos sites sem um mínimo de responsabilidade. pode criar monstro para a sociedade. um caso recente que pegou o país de surpresa foi o assassinato da escola de realengo. ninguém vai esquecer esse episodio [episódio] horrível. o assassino, que era um jovem, usou a internet para executar seus planos e aprender como manejar uma arma. vive-se em uma sociedade que não sabe pensar porque os meios de comunicações pesam por cada um. ninguém critica mais o que assista [assiste] ou que se vê na televisão e internet. maioria não pára para pensar.	sendo assim, podem-se ver a falta de diálogo na família, um sensacionalismo por certos programas televisivos, um relativismo morais e éticos, crimes, jovens manipulados, os filhos consumistas, enfim, tudo isso tem o seu início. embora a mídia tem seu ponto positivo,ela acaba ditando muitos comportamentos negativos. precisa-se de uma educação critica e qualidade. tem que parar para entender o que as pessoas estão assistindo e fazer com que os assuntos polêmicos possam na nossa discussão.",5,2
" a atual constituição brasileira data-se de 1988. época em que o brasil se libertara do regime ditatorial militar, imposto em 1984 1964. durante a construção da constituição de 1988 o povo não foi consultado. como consequência, em seu texto é possível observar vestígios da ditadura como a lei da anistia. inconformados com esses privilégios injustos, os brasileiros cobram de seus representantes pela reforma política para reparar alguns pontos da constituição vigente. a fim de pressionar o congresso quanto à necessidade da reforma política, teve início em setembro deste ano um plebiscito com o seguinte questionamento: “você é a favor de uma constituinte exclusiva e soberana do sistema político?”. caso aprovada, a constituinte será feita sem a interferência do senado ou do judiciário, mas com a presença de cidadãos eleitos somente para essa decisão. muito poderia ser mudado com a nova constituição, como por exemplo, o financiamento privado de campanhas políticas eleitorais, que hoje é permitido, passaria a ser feito através de patrocínio público, dando oportunidades iguais a todos os partidos. outro ponto com possibilidade de mudança diz respeito à representatividade de minorias, como indígenas, que no momento não contam com representantes no parlamento. portanto, é preciso continuar cobrando melhorias na constituição brasileira para combater o oportunismo político. além disso, é necessário o aperfeiçoamento da democracia direta com o fortalecimento de mecanismos como o plebiscito, tornando então o controle social mais acessível, rompendo de vez com a ditadura.",8,5
"	o acessoa à educação de qualidade é um direito constitucionalmente garantido à [a]um cidadão, e é dever do estado assegurar este direito. sendo assim, as cotas raciais são uma ferramenta de suma importância para o acesso democrático à educação e para a quitação da enorme dívida do estado, de séculos de discriminação e racismo, para com os negros.		a [a]questão das cotas raciais abrange muito mais do que simplesmente a cor da pele, é uma questão social e econômica. pois percebemos nas universidades uma enorme discrepância entre o número de estudantes negros e brancos. dessa forma, percebemos o caráter econômico e social desta discrepância, através da pesquisa realizada pelo ipea , a qual mostra que, no brasil, mais de 70% dos pobres são negros.		a esmagadora diferença entre a quantidade de negros e brancos nas universidades públicas e a necessidade das cotas raciais, justifica-se [justifica-se] pela condição social e econômica que muitos negros se encontram. pois a pobreza os impede de ter acesso à educação de qualidade e os impele a ocupar cargos subalternos, muitas vezes precocemente, sem dar continuidade a sua instrução.		portanto[vírgula]é preciso encarar os dados, para além do senso comum, e percebermos que, de fato, há uma enorme desigualdade no acesso à educação brasileira e que as cotas raciais são de extrema importância para amenizar esta desigualdade e é apenas um passo em direção à igualdade racial, social e econômica em nosso país.",8,5
"	criada para facilitar a entrada dos menos favorecidos nas universidades, as cotas raciais, segundo seus defensores [vírgula] apagaria a humilhação histórica vivenciada pelos negros. porém, as cotas raciais possui caráter questionável.	se o negro possui igual capacidade dentre os demais, por que precisaria do sistema de cotas para entrar numa universidade? se o negro tem estudo de qualidade – já que este não é o problema em questão, pois já deve estar resolvido - por que precisaria facilitar sua entrada numa universidade? e o negro que consegue entrar numa universidade pelas cotas raciais, precisará dela também para conseguir um emprego?	doar um lugar na universidade não só para os negros, mas para outras raças não soluciona nada. se o objetivo é acabar com a desigualdade que sempre existiu, deve-se agir lá na base e não nas consequências que esta causa. e a base é a tão ignorada educação. se o ensino fosse de igual qualidade para todos[vírgula]não precisaria haver esses sistemas de cotas que nos indica cada vez mais que até entre as raças a educação é desigual. ter um ensino melhor faz com que haja um emprego melhor, uma moradia melhor e um lugar para se viver melhor. tudo isso é fruto de um estudo descente.	contudo, se as cotas raciais continuar facilitando a entrada dos menos favorecidos nas universidades, facilitará também para aqueles que poderiam, mas não podem no momento, melhorar nossa educação. e isso é notório, menos para aquele que tanto faz.",8,5
"	acidentes de trânsito são responsáveis pela segunda maior causa de mortes no mundo, atrás apenas de homicídios e em 50% dos casos há abuso de álcool.nosso comportamento animalesco no trânsito é ocasionado pelo fato de que não reproduzimos valores de uma sociedade igualitária, pois no trânsito vale a lei do mais forte.	o erro está no tratamento dispensado às crianças, pois desde pequenos somos tratados como seres únicos , especias , temos a maioria dos nossos desejos atendidos pelas mamães e acreditamos que tudo é possível.o resultado disso é refletido no trânsito : a pessoa é mimada a vida inteira e , quando chega na rua, não entende que o trânsito é um espaço coletivo, no qual todos possuem os mesmos direitos e estão sujeitos as mesmas leis.	é fato lamentável que as ruas brasileiras são verdadeiras zonas de guerra, aonde mais de 40 mil pessoas morrem anualmente e 40 % dos óbitos são ocasionados por motoristas embriagados que acreditam serem imunes à lei, de fato [vírgula] mais de 60 % dos motoristas pegos transgredindo a lei são absolvidos- paradoxos da constituição brasileira que garante ao cidadão o direito de não produzir provas contra si mesmo.	o país pacífico e igualitário é manchado pelo fato de que no brasil as pessoas se sentem superiores aos pedestres porque dirigem um carro.o símbolo máximo de poder no trânsito transforma o homem em um animal selvagem que desrespeita a lei e o próximo, causando milhares de mortes anuais por discussões nas quais ambos os lados têm 'razão' , isso é ocasionado pela falta de rigidez na lei e de uma educação baseada em valores éticos , e não apenas morais, que visem o bem coletivo , pois no trânsito a via é pública, limitar os interesses coletivos para a esfera pessoal é o mesmo que acreditar que a rua é sua propriedade privada",9,8
"sem um planejamento nada anda nesse país. para que o brasil consiga atingir suas metas é preciso vontade política e ajuda de todos. a saúde pública está um caos por falta de planejamento, quando a presidente assinou a lei que só se podia comprar remédio com receituário médico ela não pensou nas consequências que cairiam em cima dos hospitais de norte ao sul do país!quando se planeja sempre se tem um plano b para usar caso der errado, quando o presidente josé sarnei , lançou o plano cruzado ele não fez um plano b e o projeto fracassou! quando o presidente fernando henrique cardoso lançou o plano real, ele se planejou e conseguiu o sucesso, o sistema de votação do brasil é um sucesso! porque existe um grande planejamento para que cada eleição ocorra com tranquilidade e rapidez. a copa do mundo de futebol foi um sucesso! por quê? porque houve um grande planejamento estratégico aí tudo funcionou com perfeição.então, é preciso planejar cada setor do país. para que cada setor passe a funcionar com perfeição, e fiscalizar! sem a fiscalização é impossível obter o resultado esperado, tem que ter metas á a serem alcançadas. e incentivos sempre visando um melhor empenho do funcionário , já que os funcionários públicos também deixam muito a desejar. quando se quer sempre se arruma uma maneira de chegar á à solução! ou o brasil encontra um caminho para melhorar ou ele o faz. mas, lembrando que nunca a sociedade brasileira será 100% unânime,  ao governo.",5,2
"	estamos presenciando atualmente no brasil e no mundo catástrofes,mortes,violência,desespero,sofrimento.esses acontecimentos são gerados em grande parte pela falta de consciência ambiental da humanidade,pois a mesma vem desmatando,poluindo nascentes de rios e lagos,lançando a cada dia mais dióxido de carbono na atmosfera,simplesmente para exibir seus lindos carros de luxo e facilitar sua locomoção;porém permitem que milhares e até milhões de pessoas tenham um dia ou mesmo anos e anos a menos de vida.	no brasil, a cada mês centenas de pessoas morrem vítimas de enxurradas,pois devido ao aquecimento global,as águas superficiais evaporam em grandes quantidades e precipitam em regiões onde há riscos de alagamentos.	campanhas e campanhas já estão sendo feitas há anos para que haja a conscientização das pessoas,o imenso desafio é atingir uma grande massa populacional,pois falta a compreensão de que é a própria humanidade quem causa esses tantos desastres a si mesma.	portanto;enquanto houver vida,haverá catástrofes, mortes, violência, desespero, sofrimento; pois é o ser humano que proporciona esses acontecimentos à sua própria vida. porquanto,""colhemos o que plantamos"", a natureza em si, somente devolve o que semeamos e a forma como plantamos!",7,0
"segundo rousseau, um dos teóricos do iluminismo, a desigualdade tende a se intensificar. as disparidades sócio-econoômicas verificadas na atualidade, mas que se perdura perduram há séculos de existência é são um dos principais motivos para o declínio de uma sociedade global.as oportunidades em educação de qualidade, emprego bem remunerado, saúde, são garantidos garantidas em grande parte àqueles considerados elite. os que ficam à margem da sociedade ficam à marcê de reles migalhas existenciais.uma das consequências da globalização fora é a exclusão daqueles que não têm condição alguma de ter o que a atual sociedade impõe. remontado desde as antigas civilizações como o neolítico, quando a sociedade passou a ter um excedente de produção.*uma sociedade progride à medida que não há um abismo social entre classes, e com a verificação de uma intensa desigualdade ascendente, nota-se o declínio da mesma.há uma urgente necessidade de planos e projetos que viabilizem uma mobilidade social. é interessante o investimento em educação, pois crê-se que ela detêm detém o poder de transformar o mundo. dessa forma, haverá um mundo estável de classes.",6,4
