texto,nota,labels
"assunto de grande relevância na sociedade moderna, trata do estigma associado às doenças mentais no país. nesse contexto, é considerado natural que os indivíduos busquem tratamento para doenças físicas, enquanto, por outro lado, é inimaginável que pessoas ""normais"" necessitem de tratamento psicológico. diante disso, uma interpretação mais tolerante dos transtornos psicológicos pela sociedade em geral se faz imprescindível para o desenvolvimento de um povo mais mentalmente saudável.primeiramente, tem-se que a população brasileira está psicologicamente doente. assim, uma pesquisa realizada pela vittude mostrou que 86% dos brasileiros têm algum transtorno mental. só as pessoas que têm depressão somam mais de 11,5 milhões no brasil, segundo a oms . além desta, existem várias outras doenças, como o transtorno bipolar e borderline, ansiedade, esquizofrenia, entre outras. com isso, devido à seriedade desses problemas, evidenciam-se as mais diversas consequências para o indivíduo e para a sociedade, que vão desde o afastamento do trabalho até o suicídio.apesar disso, ainda há uma grande estigmatização dos transtornos mentais por parte do corpo social, devido à ignorância gerada por uma cultura obsoleta, em que se acreditava que pessoas com doenças mentais estavam possuídas ou eram apenas ""loucas"". fica claro, portanto, que esse tipo de concepção prejudica o progresso social, na medida em que dificulta o tratamento adequado àqueles que necessitam, e, portanto, impede a melhora na qualidade de vida do indivíduo, que muitas vezes passa a vida toda sem descobrir que tem uma doença. assim, a estigma diante de doenças metais acaba por contribuir para a manutenção de uma sociedade deprimida, ansiosa e potencialmente suicida.​​​​​​​por fim, é importante notar que existem saídas para a resolução do problema. uma delas envolve a atuação do poder público nas escolas, desde o primário até o ensino médio, fornecendo educação emocional para os alunos. nesse sentido, os estudantes receberiam orientações para lidar com diferentes problemas que poderiam surgir ao longo de sua vida. outra possibilidade é o oferecimento, pelo governo, de tratamento psicológico gratuito quando comprovadamente necessário, contribuindo para o bem-estar mental dos cidadãos.",160,8
"são tomás de aquino defendeu que, em uma sociedade democrática, todos devem ser tratados com a mesma importância. todavia, na sociedade brasileira, isto não ocorre – em parte porque há, ainda, vítimas dos estigmas associados às doenças mentais. dessa forma, nota-se a configuração de um grave problema, provocado tanto lenta mudança na mentalidade social quanto pela lacuna educacional.primeiramente, é imperioso destacar a lenta mudança na mentalidade social. no conto “o alienista”, de machado de assis, a cidade de itaguaí vê a sua população inteiramente diagnosticada, porquanto dr. bacamarte, fundador do manicômio da cidade e protagonista do conto, passa, ambicionando grandes descobertas clínicas, a internar, com pouco fundamento, todos os portadores de quaisquer desvios de personalidade ou de caráter. hodiernamente, fora da ficção, mentalidade semelhante a do alienista é vista na sociedade brasileira, que, com frequência, arbitrariamente associa aspectos isolados a doenças mentais sérias – um desserviço que, por vezes, contribui para a mentalidade social equivocada a respeito destas enfermidades.em segundo plano, cabe ressaltar a lacuna educacional na questão. para immanuel kant, “o ser humano é aquilo que a educação faz dele”. desse modo, infere-se que uma das consequências de não se ensinar e debater saúde mental nas escolas é a criação de um terreno fértil para a desinformação e consequente preconceito com os transtornos psicológicos na mente do indivíduo. assim sendo, medidas reparatórias devem ser tomadas.​​​​​​​portanto, urge que uma intervenção seja feita. para isso, o mec , em seu papel de regulador da educação, deve, por meio de aulas ministradas por professores e psicólogos especializados, promover uma campanha de conscientização a fim de combater o desconhecimento e os consequentes estereótipos associados às doenças mentais. ademais, ong´songs  como a cvv  podem aliar-se à campanha para maior alcance e validação. destarte, vítimas deste preconceito poderão, enfim, ser tratadas com a mesma importância do resto da população – como bem defendia são tomás de aquino.",160,8
"no que se diz respeito à temática do estigma associado às doenças associadas às doenças mentais na sociedade brasileira, faz-se relevante discutir a respeito da saúde mental. assim, vale pontuar alguns aspectos como: a doença mental e o contexto social da sociedade brasileira.a princípio, é primordial destacar que falar de saúde mental vai além de doenças mentais, pois quando se trata de saúde mental, entende-se que ela é o fator de grande importância ao qual a possibilita o ajuste necessário para lidar com emoções seja elas positivas ou negativas . nesse contexto, investir em estratégias que possibilitem o equilíbrio das funções mentais é fundamental, a fim de proporcional um convívio social mais saudável.somado a isso, consoante informações fornecida pela organização mundial da saúde , em fevereiro de 2017, no brasil o estigma mental atinge mais de uma pessoa a cada vinte . vale ainda ressaltar que ainda acende um alerta quanto aos impactos que a pandemia da covide-19, causou e vem causando, em que medidas de isolamento e restrições de afetos gesticulados afetou as relações interpessoais, trazendo por consequências a depressão, a angústia e o pânico.logo, a omsdeve realizar campanhas que tragam o assunto como o tema de grande relevância, trazendo a todos o conhecimento de que uma pessoa que sofra com estigma mental não deve ser tratada como uma espécie de pária social, e nem serem isoladas do convívio. ainda, essas pessoas devem ter tratamentos específicos tanto fornecidos pelo sistema único de saúde , como pelas unidades privadas.",160,8
"em “prisão do rei”, da autora victoria aveyard, o rei maven calore se encontra preso em uma das piores prisões: sua própria mente. acometido por uma doença mental, o jovem rei não se sente confortável em pedir ajuda, pois acredita que não obteria apoio nenhum, tanto da população, quanto de seus próprios aliados. da mesma forma que o jovem rei, muitas pessoas ainda carregam estigmas quanto às doenças mentais, problema gerado tanto pela idealização do conceito de felicidade, quanto pela disseminação de um padrão pelas redes sociais.em primeiro lugar, tem o problema da idealização da felicidade. para muitas pessoas, ser feliz significa não estar triste em momento nenhum, ou obter prazer por meio da compra de bens materiais. uma conceitualização errônea, visto que, pelas palavras do filósofo aristóteles, a felicidade não pode ser entendida como a obtenção de bens materiais ou de cargos importantes, mas está entrelaçada com a virtude, que é a capacidade de fazer o bem ao próximo. dessa forma, muitas pessoas se iludem com esse conceito e criam estigmas quanto as doenças mentais.em seguida, tem-se o problema da imposição de um padrão de vida, disseminada pelos meios midiáticos. são divulgados pela internet, principalmente pelas redes sociais, um padrão de beleza a ser seguido para se chegar ao bem-estar e à felicidade. problemas psicológicos são gerados quando esse padrão não é alcançado, como por exemplo, a depressão, que, no brasil alcança níveis extremos, pois segundo a oms , o país foi o mais depressivo da américa latina no ano de 2007.​​​​​​​por fim, medidas devem ser tomadas para que a situação seja resolvida. o ministério da saúde – principal órgão responsável pela saúde no país – pode , por meio de subsídios cedidos pelo governo federal, promover propagandas nas redes sociais que eduquem sobre saúde mental. assim como, em conjunto com as escolas promover programas que ajudem os alunos a lidar com problemas envolvendo a saúde da mente e oficinas que promovam o autoconhecimento. só assim poderemos ter uma realidade diferente daquela apresentada por aveyard em seus livros.",160,8
"na obra ''utopia, do escritor britânico thomas more, é retratada uma sociedade perfeita, na qual o corpo social padroniza-se pela ausência de conflitos e problemas. contudo, essa sociedade proferida pelo autor está muito distante da realidade brasileira, visto que inúmeros problemas, como o estigma associado às doenças mentais, dificultam o país alcance o patamar proposto por more. nesse contexto, fatores como o preconceito e a negligência familiar agravam essa situação.diante disso, é fulcral pontuar o preconceito com os indivíduos como impulsionadora do imbróglio. segundo o pensador francês jean paul-sartre: ”o preconceito, seja qual for a maneira que se manifesta sempre será considerado uma derrota”. sob tal ótica, é fato que os brasileiros estão praticando o mal exposto por sartre, já que há a prática do preconceito com parcela da população que apresenta problemas com a saúde mental. consequentemente, tal prática cria estigmas para que haja o tratamento adequado, pois, infelizmente, há uma falta de apoio e o julgamento com as pessoas que buscam por uma ajuda psicológica para uma melhor qualidade de vida. dessa forma, é indubitável a mudança dessa postura social para a reversão dessa conjuntura.ademais, é imperativo ressaltar que o estigma associado às doenças mentais deriva da negligência familiar. nesse sentido, consoante a constituição federal de 1988 - lei de maior hierarquia jurídica do país- é dever dos pais a garantia do direito à saúde das crianças. entretanto, isso não ocorre no brasil, tendo em vista que as famílias contribuem com o surgimento da ansiedade e depressão, por exemplos com os maus-tratos e a falta de apoio. tudo isso retarda a resolução do empecilho, já que a negligência familiar contribui com a persistência de quadro deletério.portanto, diante do problema exposto, medidas são necessárias para conter o estigma associado às doenças mentais na sociedade brasileira. por isso, o estado, no papel do ministério da saúde, responsável pela saúde pública do país, deve investir em projetos que contratem mais profissionais da saúde e nas campanhas sobre doenças mentais. essa ação deverá ser realizada por meio da disponibilização demédicos e psicólogos nos postos e nas escolas, para que as pessoas com problemas de saúde mental possam se tratar, além de campanhas que alertem as consequências da prática do preconceito com os indivíduos. destarte, o estigma relacionado às doenças mentais não será mais um problema e o brasil se aproximará da sociedade perfeita de more.",160,8
"na antiguidade, a falta de conhecimento levava as pessoas a acreditarem que as doenças mentais eram causadas por manifestações de entidades malignas. entretanto, mesmo depois de começarem a serem tratadas como enfermidades fisiológicas, a insuficiência de informação, o preconceito social retrógrado, e a negligência estatal em relação as doenças mentais fazem com que elas ainda sejam vistas como futilidades. sendo assim medidas devem ser pensadas para amenizar essa questão na sociedade brasileira.de início, é importante ressaltar que o estigma relacionado às enfermidades psíquicas provém da aceitação de um conceito errôneo pré-formado que se sucede de outro problema: a desinformação. hannah arendt – filósofa contemporânea – desenvolveu o conceito de banalidade do mal, segundo o qual a crueldade está enraizada no mundo. nesse viés, o fenômeno denunciado por arendt, se mostra presente na sociedade brasileira na forma de um dos mais antigos e graves exemplos da crueldade do homem: o preconceito , que prejudica o crescente número de pessoas psicologicamente instáveis. assim, enquanto a escassez informativa prevalecer, o brasil será obrigado a continuar com um dos maiores obstáculos para ter uma população mentalmente saudável: o preconceito.ademais, de acordo com uma pesquisa realizada em 2017 pela organização mundial da saúde , existem aproximadamente 12 milhões de depressivos no brasil. tais dados divulgados pela oms, evidenciam o quão falho e precário é o sistema de saúde brasileiro, e a negligência governamental em relação ao atendimento da população mentalmente doente. sendo assim, é necessário que providências sejam tomadas para reduzir os estigmas relacionados às doenças psíquicas.portando, é importante que o governo federal por meio das redes sociais e instituições de ensino, inicie a abordagem de assuntos relacionados aos transtornos psicológicos mostrando que eles não são “frescura” ou “falta de deus”, a fim de distribuir conhecimento real sobre o assunto. além disso, é necessário que o governo disponibilize atendimento psicológico adequado ao povo, integrando mais psicólogos ao sistema de saúde e às escolas públicas. quem sabe assim, talvez os estigmas sejam arrancados pela raiz de vez e o conceito de banalidade do mal deixe de ser realidade no brasil.",160,8
"no livro ""modernidade líquida"", bauman critica os relacionamentos transitórios e superficiais da atualidade pós-moderna. faz parte dessa sociedade analisada pelo sociólogo uma constante demanda por exibição de uma felicidade irrealista, além da não aceitação das patologias mentais como parte natural do ser humano. portanto, faz-se necessária uma transformação social para que as doenças mentais possam ser mais facilmente identificadas, tratadas e até evitadas.tanto nas publicidades, como nos ambientes virtuais, sociais e de trabalho, modelos socialmente aceitos de relações interpessoais são socialmente construídos, como defende a teoria construtivista, nos quais não há espaço para a verbalização de frustrações e sentimentos considerados negativos. nesse contexto, relacionamentos mais íntimos, que permitem o abandono das ""mascaras"", das estratégias de manutenção da aparência, são menos frequentes por exigirem tempo e dedicação mútua, o que nem sempre é possível com as demandas da rotina e do trabalho.consequentemente, a pressão social a manutenção da aparência constante de felicidade provoca a supressão dos outros sentimentos humanos, o que é apontado por freud como uma dos fatores que mais contribuem para o desenvolvimento de patologias psicológicas comuns, como a ansiedade e a depressão. assim, o comportamento social de defender a manutenção da aparência de um ambiente ""feliz"" e ""pacífico"" é uma das causas da diminuição da produtividade de estudantes nos ambientes de ensino e trabalhadores nos ambientes de trabalho.da mesma maneira, a percepção social sobre a patologia mental e sobre a busca por aconselhamento psicológico é outro fator que facilita o desenvolvimento de doenças mentais. isso ocorre porque o acompanhamento psicológico é comumente visto como uma futilidade ou uma demonstração de fraqueza, impedindo diversas pessoas, principalmente homens, de buscar ajuda ou mesmo de identificar em si algum sinal de trauma, ansiedade ou depressão.a fim de combater esse padrão social que é um obstáculo para a saúde mental, o ministério da saúde deve campanhas de esclarecimento sobre patologias psicológicas e desfazer tabus sobre a importância do autoconhecimento. além disso, pais, educadores e a sociedade em geral deve contribuir fortalecendo as discussões sobre o tema e incentivando a mudança de comportamento social.",200,9
"a bíblia retrata que judas pela angústia de ter traído a deus sucumbe ao suicídio. ánalogo a isso,hodiernamente, na realidade brasileira, a exigência de uma vida perfeita bem como a falta de informação corroboram para o sofrimento diário de uma expressiva parcela da população que muitas vezes, infelizmente, possuem o fim de judas. destarte, faz-se imprescindível o debate acerca do estigma relacionado a doenças mentais, bem como medidas que atenuem esse quadro.a priori, de acordo com a filosofia kantiana é necessário agir de tal maneira para que essa prática possa ser considerada universal. entretanto a exigência de uma vida perfeita vai de encontro à máxima supracitada. para ratificar essa tese, segundo a pesquisa realizada pela oms,em 2017, o brasil é o segundo mais afetado pela depressão mundialmente. isso porque, com o fomento das redes sociais cria-se uma bolha social de vida perfeita em que parecer é mais importante que ser. e isso, por conseguinte, acarreta danos à saúde mental do indivíduo por não ser capaz de atingir o nível de perfeição modulado. nesse sentido, é imprescindível ações que visem minimizar a questão em prol da saúde grupal.em segundo lugar, a ausência de interesseem relação a mazelas mentais perpetua o preconceito na sociedade. para comprovação dessa assertiva, no brasil colônia do século xviii, o preconceito advindo desse época contra os negros nela escravizados perpetua-se até o contexto contemporâneo. sob essa ótica, engendra-se uma perspectiva da valorização da saúde e bem-estar físico em detrimento do mental, concomitantemente, a ataraxia - que conforme o estoicismo refere-se a impertubalidade da alma- é deturpada. portanto, é necessário a dissolução desse quadro urgentemente.depreende-se, dessa maneira, a urgência de medidas que revertam a problemática. para isso, o governo federal, através de verbas governamentais direcionadas para a educação, deve criar uma grade curricular de inteligência emocional nas escolas desde o nível fundamental até o ensino médio, com aulas que ocoram duas vezes por semana, a qual possuam psicólogos e especialistas da área da saúde mental, onde deve haver o diálogo sobre doenças mentais - como depressão, ansiedade e transtorno bipolar. com o fito de estourar a bolha social da perfeição e assim instruir cidadãos e alcançar a ataraxia mental.",160,8
"no livro “por lugares incríveis” é contada a história de dois jovens que se tornam amigos por apresentarem os mesmos problemas durante a vida juvenil. análoga ao brasil, as doenças mentais vêm trazendo sérios prejuízos a sociedade brasileira em razão aos estigmas presentes nesta temática. logo, é necessária uma análise, visto que o preconceito e o uso das redes inferem nesse problema.de início, é válido a análise do quanto o preconceito acerca das doenças mentais inferem no problema. sendo assim, campanhas como o setembro amarelo, que luta contra o suicídio, existem em prol da conscientização acerca das doenças mentais. dessa forma, compreende-se a importância da valorização e entendimento sobre essas doenças psíquicas, para a promoção do bem-estar social e contra o preconceito existente que culmina-se de forma abrangente na sociedade atual. portanto, entende-se o desafio em questão.​​​​​​​outrossim, faz-se mister a análise do quanto as redes sociais inferem no percalço. de acordo com o documentário “o dilema das redes"", o meio virtual e as mídias foram criadas com o fim único de alienar e moldar os preceitos do ser social no âmbito cibernético. dessa maneira, entende-se que essa alienação colabora para o quadro de preconceito e para a desinformação, gerando como consequência uma mudança nos conceitos humanos acerca das doenças mentais na sociedade. assim, há o entendimento desse fator.​​​​​​​em suma, soluções são necessárias. ademais, cabe ao ministério da saúde criar um projeto político, no qual reestruture hospitais e centros clínicos, ofertando atendimento de qualidade e tratamento eficaz às doenças mentais na população brasileira. essa ação terá a finalidade de mudar a perspectiva brasileira acerca da saúde mental e o reflexo que se tem a partir do livro “por lugares incríveis”.​​​​​​​",200,9
"em busca constante por felicidade, sucesso, trabalho, conforto, pressão familiar dentre outros motivos, grande parte da população acaba por ficar doente. alguns conseguem tratamento, porém, mesmo quando obtém alta, estão sujeitos a recaídas.geralmente não procuram ajuda, se afastam, visto que em pleno século xxi, ainda há um pensamento muito errôneo a respeito da saúde mental, muitos são taxados como ""frescurentos"", ""tolos"", ""loucos"", ""vítimas"", etc. além disso a falta de apoio do governo em relação aos tratamentos públicos e a falta do apoio familiar são dois motivos para agravar essa situação.é necessário, portanto, que aoidentificar algum sinal negativo na saúde mental o cidadão, a família, e até mesmo amigos busquem ajuda nos postos de saúde, caps , clínicas onde ofereçam tratamento. é importante o governo, as autoridades locais se unirem a população e realizarem campanhas oferecendo ajuda e combatendo o preconceito aos doentes. organizar protestos, palestras, lives pelas redes sociais para abordar tal tema.é imprescindível que o governo não corte as verbas para os centros de saúde, pois, é de extrema importância que os tratamentos continuem em prol da saúde da população. se todos os lados se unirem, haverá um resultado brilhante.",200,9
"a série ""o bom doutor"" transmitida no globoplay retrata a grande segregação de um jovem doutor por parte dos colegas e até pacietes de trabalho, embora ele seja genial, por causa do autismo tem problemas de comunicação. uma das causas do estigma é a falta de compreensão da doença e uma consequência é a falta de aproveitamento de tais indivíduos discriminados.em primeiro lugar, no que refere a causa do preconceito, ele é gerado pelo desconhecimento, tudo que não se conhece gera preocupação e medo, segundo augusto cury, mestre na área de doenças mentais, o autismo tem vários níveis e nenhum deles é prejudicial ao próximo, aliás muitas pessoas autistas são reconhecidas na sociedade pelas suas grandes habilidades como por exemploo jogador messi, o físico albert eintein, portanto apesar da limitação na comunicação o autismo permite faculdades em outras áreas da vida para toda sociedade, seja nos esportes ou na ciência.em segundo lugar no que concerne a consequência da marginalização em relação aos indivíduos por falta de compreensão de suas limitações e suas faculdades é o baixo aproveitamento em trabalhos ou cargos governamentais e empresariais dos indivíduos autistas . atualmente é amparado pela lei de cotas uma porcentagem para deficientes físicos ou mentais com alguma capacidade para determinado cargo, o que é um avanço, contudo está muito aquém no brasil quando se compara com países como suécia e noruega em que a inclusão da classe autista está presente em todos os âmbitos da sociedade. por isso se perde grandes profissionais no estado, governo e na sociedade como um todo, ademais até mesmo em empresas, cujos estão presentes os menores índices de receptividade e carteiras assinadas.a segregação de doenças mentais é uma realidade, entre elas estão os portadores de autismo e uma forma comprovada por pesquisas da onu é fazer conhecida as limitações dos doentes para que haja diminuição do preconceito. entre as formas de publicação está o forte impacto dos filmes, como faz hollywood, assim é preciso aproveitar os impactos dos filmes nacionais, com histórias verídicas é mostrar que a realidade é outra. d3esse dessemodo não teremos só um bom doutor, mas vários bons doutores, administradores, gerentes por toda sociedade.",160,8
"a pauta relacionada áa doenças mentais é cada vez mais discutida nos dias atuais. contudo, ainda existe um preconceito em relação a essa temática e muitas pessoas acabam sendo excluídas socialmente por apresentarem tais doenças. esse quadro, ainda, é intensificado por um sistema educacional que naturaliza e perpetua pensamentos como esses.primeiramente, se faz necessário entender que doenças mentais, como por exemplo: depressão e ansiedade, são muitas vezes consideradas ""frescura"". aliado a isso, existe uma forte pressão, principalmente nas redes sociais, em mostrar a todo momento que está tudo bem. esta pressão atingeespecialmente jovens e adolescentes, segundo o jornal o globo um a cada três adolescentes brasileiros tem doenças mentais. muitos portadores dessas doenças são levados a não procurar um tratamento adequado por sentirem vergonha.em segundo lugar, podemos observar que aqueles que procuram tratamento são facilmente excluídos pela sociedade em geral. o decreto, assinado pelo então presidente da república jair bolsonaro, que valoriza a criação de escolas e salas especiais para alunos com deficiências é um perfeito exemplo da segregação sofrida por esses.portanto, é necessário que seja impulsionados desde os primeiros anos escolares pensamentos de inclusão e respeito ao outro. como também, que o mec crie projetos que garantam ao educador preparo profissional e condições adequadas para ensinar e incluir alunos com doenças mentais . só através da educação esse estigma poderá ser exterminado.",160,8
"segundo o a declaração universal dos direitos humanos , promulgada em 1948, todos os cidadãos possuem o direito à saúde como um todo. entretanto, o que se observa é a supressão desse direito a uma parcela da população brasileira que sofre com as nefastas consequências ocasionadas pelo estigma associado às doenças mentais. dessa forma, o estilo de vida contemporâneo pautado na busca pela vida perfeita, somado ao preconceito que permeia os assuntos sobre saúde mental constituem-se fatores decisivos para a manutenção dessa problemática.em primeira análise, cabe ressaltar que a ideia de produtivismo e a busca pela perfeição que permeiam as redes sociais impacta negativamente na saúde mental das pessoas. de acordo com o livro “a sociedade do espetáculo”, escrito na década de 80, a ideia do parecer em detrimento do ser leva o indivíduo a uma busca incessante pela felicidade inatingível, o que ocasiona um sentimento de incapacidade e depressão. assim, ""posts"" motivacionais e fotos perfeitas de lugares, trabalhos e projetos de vida, que performam os ambientes extenuados das redes sociais, corroboram para o desenvolvimento de doenças mentais. além disso, o preconceito social acerca da depressão reforça a estigmatização e contribui para o aumento do número de casos, uma vez que é tida como frescura ou preguiça. conforme o conselho federal de psicologia, a falta de compreensão e o não acolhimento de quem partilha de uma dor moral ocasionam na descredibilidade da doença e, consequentemente, a um aumento do número de casos de desamparo emocional que podem levar a cicatrizes profundas e permanentes, como ao suicídio, por exemplo. logo, a falta de conhecimento populacional pode contribuir para o aumento de doenças mentais.diante do exposto, é preciso que a realidade atual seja repensada. cabe, portanto, ao ministério da saúde promover a divulgação sobre as consequências das doenças mentais, como a depressão. isso pode ser feito por meio de propagandas com depoimentos de quem superou tal doença, a fim de promover a valorização da saúde mental à população. tal medida será divulgada nos comerciais do youtube, independente de preferências. desta maneira, espera-se garantir o direito à saúde como um todo, conforme assegura a dudh.",200,9
"na época do romantismo, poetas do período idealizavam a mulher perfeita e viviam à sua constante e intermitente busca. por não encontrarem tal perfeição, se isolavam, angustiados com a vida. levando, assim, à depressão e ocasionando, muitas vezes àmorte. o que acontece nos dias que se passam, não se difere de antes. a idealização da vida perfeita e a busca por ela causa incessantes frustações que também levam à depressão.a saúde mental recebe pouca atenção e é tratada como banal por grande parte do corpo social. o uso geral da internet, como forma de estreitar relações também se torna um grande impulso para o aumento considerável dos casos de depressão, em especial, no brasil. a situação socioeconômica da nação faz com que muitos não tenham acesso ao acompanhamento psicológico tão necessário diante da atual realidade para lidar com tal sofrimento psíquico.tendo em vista tais imbróglios, se fazem necessárias as criações de políticas públicas que facilitem o acesso de todos ao acompanhamento psicológico, de campanhas de conscientização para alertar que não se trata de ""frescura"" e dar uma atenção especial aos jovens, em escolas, em que grande parte se encontra numa frustração por não saber lidar com a fase da vida em que se encontram.",160,8
"a palavra alienista significa ""profissional especializado em 'alienação mental' ou loucura"". no conto de machado de assis ""o alienista"" o tema central trata sobre doenças mentais e o grande preconceito voltado a elas, com a história do doutor bacamarte, que cria um manicômio e confina todos aqueles que ele considera ""fora do padrão"".em tempos mais antigos, qualquer sinal de transtornos mentais era considerado loucura ou até mesmo bruxaria, sendo essas pessoas julgadas e condenadas por toda uma sociedade. hoje em dia esses temas são muito mais debatidos, os lugares de fala são muito mais abrangentes e há muitos profissionais especializados no assunto, mas é impossível fechar os olhos para o preconceito que atinge um grande número de pessoas por conta de ideais arcaicos, egoístas e nem um pouco empáticos.existem muitos tipos e níveis de doenças mentais, mas sem dúvidas a mais conhecida e debatida é a depressão. informações como ""322 milhões de pessoas convivem com depressão no mundo todo"" e ""o brasil é o país com mais casos de depressão da américa latina"" são reais e assustadoras, e é necessário analisar o fato de que muitos se recusam a acreditar que a depressão é uma doença extremamente séria e que mata milhares de pessoas todos os ano . esse estigma acaba se dando por muitas razões , o medo de ver uma pessoa querida passando por um episódio depressivo, medo esse que leva á negação, a falta de condições para arcar com um tratamento, o que causa um estresse, ou o puro preconceito que cega as pessoas e as fazem enxergar a doença como ""frescura"".portanto, medidas são necessárias para resolver o impasse. o ministério da saúde ,em conjunto com o cvv , deve chamar atenção para o fato de que depressão é coisa séria e tentar eliminar o preconceito, com palestras ministradas em escolas para alunos e famílias, entrevistas com pessoas que vivem com doenças mentais e vídeos educativos sobre o assunto, em busca de fazer a sociedade repensar determinadas crenças. com a ajuda do governo e da sociedade, há uma esperança de que esse estigma um dia possa ser curado.",160,8
"de autoria do escritor inglês thomas more, a obra “utopia” retrata uma sociedade perfeita, onde todos vivem em plena harmonia e bem-estar social. entretanto, fora ficção, nota-se uma sociedade distópica e, um exemplo disso, é o estigma associado às doenças mentais na sociedade brasileira. assim, em razão do silenciamento e da má influência midiática, emerge um problema complexo, que precisa ser revertido.em primeira análise, é necessário salientar o silenciamento como causa latente do problema. foucault diz que temas silenciados para que estruturas de poder permaneçam . nesse contexto, percebe-se que há falta de debates sobre doenças mentais, o que ocasiona na desinformação por parte da população sobre a questão. logo, a resolução do problema acaba sendo dificultada.ademais, é inquestionável o papel da mídia como principal mediadora de informações. segundo bordieu, o que foi criado para ser instrumento de democracia não pode ser convertido em mecanismo de opressão. dessa forma, sabe-se que o meio midiático é controlado por empresas de comunicação, que são movidas por um ideal financeiro e o engajamento. destarte, não tem o objetivo de solucionar problemas como a rotulação relacionada a doenças psicológicas, muito pelo contrário, contribuem com a imposição de um padrão inalcançável ao seu público, o que pode ocasionar no desenvolvimento alguma doença mental.urge, portanto, a necessidade de medidas estratégicas para a solução da problemática. nesse viés, o ministério da educação, juntamente com o ministério da saúde, devem promover palestras em escolas, direcionadas aos alunos do ensino fundamental e ensino médio, por meio de entrevistas com pessoas que já tiveram alguma tipo de transtorno psicológico, bem como especialistas no assunto. tais palestras devem ser transmitidas nas redes sociais dos demais ministérios, como o objetivo de trazer mais lucidez sobre os estigmas relacionados às doenças mentais na sociedade brasileira e atingir um público maior. a partir disso, o brasil poderá se aproximar na sociedade descrita por more.",160,8
"a declaração universal dos direitos humanos  assegura a todos os indivíduos o amplo acesso à saúde do país. no entanto, apesar dessa garantia, ainda é possível perceber o estigma associado às doenças mentais, de modo que representa um dos principais ataques à universalização dessa prerrogativa constitucionalmente assegurada. nesse sentido, no brasil, não somente evidência transtornos mentais como a depressão, mas também, a autonomia da constituição federal de 1988, da república presidencialista nacional, na qual está previsto princípios institucionais com o intuito de instituir um estado democrático, destinado a assegurar o exercício dos direitos sociais e individuais. logo, faz-se imperiosa a análise dessa conjuntura com o propósito de mitigar os entraves para a consolidação dos benefícios constitucionais.inicialmente, é crucial destacar a depressão como propulsor das doenças mentais no brasil. de acordo com a organização mundial da saúde , no território brasileiro mais de 11,5 milhões de cidadãos são depressivos, o que é resultado do avanço dos transtornos mentais no brasil. diante de tal exposto, a depressão persiste na sociedade, pois as exigências que a vida apresenta causa o medo e a insegurança na população ao realizar atividades no dia a dia. consequentemente, é inaceitável que esse cenário continue a pendurar.entretanto, deve-se ressaltar a importância da constituição federal, em uma sociedade que manifesta doenças mentais como a que se reflete no brasil. nessa perspectiva, a magna carta representou um grande avanço rumo à consecução dos objetivos do estado, inclusive, na área da saúde. todavia, a população brasileira se mostra ausente no que diz respeito a prática das normas. segundo as ideias do sociólogo polonês zygmunt bauman, configura-se como uma característica da ""modernidade líquida"" vivida no século xxi. nessa ótica, a constituição garante e prioriza a inclusão das normas na sociedade. não obstante, é nítido a falta de comprometimento por parte dos cidadãos brasileiros, no que se refere as leis atribuídas a soberania.​​​​​​​depreende-se, portanto, que compete ao governo federal combater doenças mentais. o poder legislativo, uma das entidades governamentais conforme a ""teoria da separação dos poderes"" ,proposto por montesquieu , usufrui da função de suscitar as leis e reformá-las, cujo objetivo, é elaborar normas de direito de abrangência geral ou individual, que são aplicadas na sociedade nas relações mútuas, em virtude disso, promova o aperfeiçoamento na lei designada, de modo que,​​​​​​​ beneficie as distintas regiões do brasil. essa ação deve ser realizada por meio das condutas de conscientização de governantes, em aderir programas sociais de relevante interesse social e cultural, que abordem a necessidade de eliminar transtornos mentais, incentivar a cooperação e trabalhar para estabelecer prerrogativas efetivas que possam auxiliar as unidades federativas, na aquisição da saúde mental. espera-se, com isso, coibir os danos causados aos brasileiros e, assim, a nação possa lograr uma pátria mais igualitária.",160,8
